ID,ETA status,ETA type,Difference with ETA,Deliveries,Attachments,Loading date,Loading period,Unloading date,Unloading period,ZIP - Origin,City - Origin,Region - Origin,Country - Origin,Unique destinations,ZIP - Destination,City - Destination,Region - Destination,Country - Destination,Quote request type,Quote request,Quote request currency,Quote request comment,Vehicle (Requirement),Weight,Weight unit
303,None,, ,1,0,2022-06-17,07:00 - 08:00,2022-06-20,07:00 - 16:00,52333,Potpican,,HR,1,3451,Michelhausen,,AT,, 0.00 ,,,Truck 100 m3 NO," 10,396.19 ",kg
304,None,, ,2,0,2022-06-17,11:00 - 12:00,2022-06-20,08:00 - 16:00,52333,Potpican,,HR,1,71000,Sarajevo,,BA,, 0.00 ,,,Truck 100 m3 NO," 3,925.52 ",kg
305,None,, ,1,0,2022-06-17,09:00 - 10:00,2022-06-20,08:00 - 16:00,52333,Potpican,,HR,1,51223,Kukuljanovo,,HR,, 0.00 ,,,Truck 100 m3 NO," 6,610.56 ",kg
306,None,, ,1,0,2022-06-17,16:00 - 17:00,2022-06-20,08:00 - 16:00,52333,Potpican,,HR,1,10430,Samobor,,HR,, 0.00 ,,,Truck 100 m3 NO," 6,506.15 ",kg
307,None,, ,1,1,2022-06-17,17:00 - 18:00,2022-06-20,08:00 - 16:00,52333,Potpican,,HR,1,36034,MALO,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,028.06 ",kg
308,None,, ,1,1,2022-06-17,11:00 - 12:00,2022-06-20,08:00 - 17:00,52333,Potpican,,HR,1,38121,SPINI DI GARDOLO,,IT,, 0.00 ,,,Truck 100 m3 NO," 5,596.96 ",kg
309,None,, ,1,0,2022-06-17,19:00 - 20:00,2022-06-20,08:00 - 16:00,52333,Potpican,,HR,1,40013,CASTEL MAGGIORE,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,630.50 ",kg
310,None,, ,1,1,2022-06-17,14:00 - 15:00,2022-06-20,08:00 - 17:00,52333,Potpican,,HR,1,24057,MARTINENGO,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,290.72 ",kg
311,None,, ,1,0,2022-06-17,13:00 - 14:00,2022-06-20,08:00 - 16:00,52333,Potpican,,HR,1,11000,Beograd,,RS,, 0.00 ,,,Truck 100 m3 NO," 6,615.58 ",kg
312,None,, ,1,0,2022-06-15,18:00 - 19:00,2022-06-17,08:00 - 16:00,52333,Potpican,,HR,1,22000,Šibenik,,HR,, 0.00 ,,,Truck 120 m3 NO," 9,826.34 ",kg
313,None,, ,1,0,2022-06-15,06:00 - 07:00,2022-06-17,08:00 - 16:00,52333,Potpican,,HR,1,24400,Senta,,RS,, 0.00 ,,,Truck 100 m3 NO," 8,837.82 ",kg
314,None,, ,1,1,2022-06-15,16:00 - 17:00,2022-06-17,08:00 - 16:00,52333,Potpican,,HR,1,67051,AVEZZANO,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,352.16 ",kg
315,None,, ,1,0,2022-06-15,06:00 - 07:00,2022-06-16,08:00 - 17:00,52333,Potpican,,HR,1,50021,Barberino Val d'Elsa,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,927.36 ",kg
316,None,, ,1,0,2022-06-14,17:00 - 18:00,2022-06-16,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
317,None,, ,1,1,2022-06-14,13:00 - 14:00,2022-06-15,08:00 - 17:00,52333,Potpican,,HR,1,38051,Borgo Valsugana,,IT,, 0.00 ,,,Truck 100 m3 NO," 3,216.96 ",kg
318,None,, ,1,1,2022-06-15,13:00 - 14:00,2022-06-15,08:00 - 16:00,52333,Potpican,,HR,1,20060,BASIANO,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,392.10 ",kg
319,None,, ,1,0,2022-06-14,17:00 - 18:00,2022-06-15,07:00 - 16:00,52333,Potpican,,HR,1,3451,Michelhausen,,AT,, 0.00 ,,,Truck 100 m3 NO," 9,230.25 ",kg
320,None,, ,1,0,2022-06-14,17:00 - 18:00,2022-06-15,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
321,None,, ,1,1,2022-06-13,14:00 - 14:30,2022-06-15,08:00 - 17:00,31380,Caparroso,,ES,1,37060,Trevenzuolo,,IT,, 0.00 ,,,Megatrailer 95 m3," 8,909.56 ",kg
322,None,, ,1,1,2022-06-13,18:00 - 19:00,2022-06-15,08:00 - 17:00,52333,Potpican,,HR,1,15068,Pozzolo Formigaro,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,843.54 ",kg
323,None,, ,2,2,2022-06-13,18:00 - 19:00,2022-06-14,08:00 - 17:00,52333,Potpican,,HR,2,42040,Campegine,,IT,, 0.00 ,,,Truck 100 m3 NO," 5,431.39 ",kg
324,None,, ,1,0,2022-06-13,13:00 - 14:00,2022-06-14,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
325,None,, ,1,1,2022-06-13,06:00 - 07:00,2022-06-14,08:00 - 17:00,52333,Potpican,,HR,1,38065,MORI,,IT,, 0.00 ,,,Truck 100 m3 NO," 11,851.91 ",kg
326,None,, ,1,1,2022-06-10,17:00 - 18:00,2022-06-14,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
327,None,, ,1,1,2022-06-10,13:00 - 14:00,2022-06-14,08:00 - 17:00,52333,Potpican,,HR,1,64010,Ancarano,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,707.85 ",kg
328,None,, ,1,1,2022-06-10,17:00 - 18:00,2022-06-13,08:00 - 17:00,52333,Potpican,,HR,1,33078,SAN VITO AL TAGLIAMENTO,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,290.72 ",kg
329,None,, ,1,0,2022-06-10,11:00 - 12:00,2022-06-13,08:00 - 16:00,52333,Potpican,,HR,1,40013,CASTEL MAGGIORE,,IT,, 0.00 ,,,Truck 100 m3 NO," 5,850.24 ",kg
330,None,, ,2,2,2022-06-10,16:00 - 17:00,2022-06-13,08:00 - 17:00,52333,Potpican,,HR,2,25040,Corteno Golgi,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,198.43 ",kg
331,None,, ,1,0,2022-06-10,13:00 - 14:00,2022-06-13,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
332,None,, ,1,1,2022-06-09,12:00 - 13:00,2022-06-13,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
333,None,, ,1,0,2022-06-09,15:00 - 16:00,2022-06-13,08:00 - 17:00,52333,Potpican,,HR,1,17028,Villanova D'Albenga,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,843.94 ",kg
334,None,, ,1,0,2022-06-09,20:00 - 21:00,2022-06-10,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
335,None,, ,1,0,2022-06-09,20:00 - 21:00,2022-06-10,08:00 - 16:00,52333,Potpican,,HR,1,33010,Venzone,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,447.58 ",kg
336,None,, ,1,0,2022-06-09,15:00 - 16:00,2022-06-10,08:00 - 16:00,52333,Potpican,,HR,1,41122,MODENA,,IT,, 0.00 ,,,Truck 100 m3 NO," 5,495.42 ",kg
337,None,, ,1,1,2022-06-09,11:00 - 12:00,2022-06-10,08:00 - 16:00,52333,Potpican,,HR,1,23010,BUGLIO IN MONTE,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,764.80 ",kg
338,None,, ,1,0,2022-06-09,16:00 - 17:00,2022-06-10,08:00 - 16:00,52333,Potpican,,HR,1,11300,SMEDEREVO,,RS,, 0.00 ,,,Truck 100 m3 NO," 6,610.56 ",kg
339,None,, ,1,1,2022-06-08,17:00 - 18:00,2022-06-10,08:00 - 16:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,828.80 ",kg
340,None,, ,1,0,2022-06-08,12:00 - 13:00,2022-06-09,08:00 - 16:00,52333,Potpican,,HR,1,10090,Zagreb,,HR,, 0.00 ,,,Truck 100 m3 NO," 5,687.97 ",kg
341,None,, ,1,1,2022-06-08,18:00 - 19:00,2022-06-09,08:00 - 17:00,52333,Potpican,,HR,1,36030,San Vito di Leguzzano,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,034.94 ",kg
342,None,, ,1,0,2022-06-08,13:00 - 14:00,2022-06-09,08:00 - 16:00,52333,Potpican,,HR,1,40013,CASTEL MAGGIORE,,IT,, 0.00 ,,,Truck 100 m3 NO," 4,920.96 ",kg
343,None,, ,1,0,2022-06-08,09:00 - 10:00,2022-06-09,08:00 - 16:00,52333,Potpican,,HR,1,74000,Doboj,,BA,, 0.00 ,,,Truck 100 m3 NO," 6,357.12 ",kg
344,None,, ,1,0,2022-06-08,16:00 - 17:00,2022-06-09,08:00 - 16:00,52333,Potpican,,HR,1,22310,Šimanovci,,RS,, 0.00 ,,,Truck 100 m3 NO," 8,258.29 ",kg
345,None,, ,1,1,2022-06-08,06:00 - 07:00,2022-06-09,08:00 - 17:00,52333,Potpican,,HR,1,20020,SOLARO,,IT,, 0.00 ,,,Truck 100 m3 NO," 9,327.65 ",kg
346,None,, ,1,0,2022-06-08,08:00 - 09:00,2022-06-09,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
347,None,, ,1,0,2022-06-08,11:00 - 12:00,2022-06-09,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
348,None,, ,1,1,2022-06-07,11:00 - 12:00,2022-06-09,08:00 - 16:00,52333,Potpican,,HR,1,28078,ROMAGNANO SESIA,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,664.80 ",kg
349,None,, ,1,1,2022-06-07,13:00 - 14:00,2022-06-09,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
350,None,, ,1,0,2022-06-07,06:00 - 07:00,2022-06-08,08:00 - 16:00,52333,Potpican,,HR,1,51223,Kukuljanovo,,HR,, 0.00 ,,,Truck 100 m3 NO," 7,248.84 ",kg
351,None,, ,1,0,2022-06-07,18:00 - 19:00,2022-06-08,08:00 - 16:00,52333,Potpican,,HR,1,10437,Bestovje,,HR,, 0.00 ,,,Truck 100 m3 NO," 6,610.56 ",kg
352,None,, ,1,1,2022-06-07,12:00 - 13:00,2022-06-08,08:00 - 17:00,52333,Potpican,,HR,1,33090,TRAVESIO,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.44 ",kg
353,None,, ,1,1,2022-06-07,14:00 - 15:00,2022-06-08,08:00 - 17:00,52333,Potpican,,HR,1,33010,Venzone,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,447.58 ",kg
354,None,, ,1,0,2022-06-07,16:00 - 17:00,2022-06-08,08:00 - 16:00,52333,Potpican,,HR,1,40013,CASTEL MAGGIORE,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,487.04 ",kg
355,None,, ,1,0,2022-06-07,11:00 - 12:00,2022-06-08,07:00 - 16:00,52333,Potpican,,HR,1,3451,Michelhausen,,AT,, 0.00 ,,,Truck 100 m3 NO," 9,230.25 ",kg
356,None,, ,1,0,2022-06-07,14:00 - 15:00,2022-06-08,07:00 - 16:00,52333,Potpican,,HR,1,3451,Michelhausen,,AT,, 0.00 ,,,Truck 100 m3 NO," 10,396.19 ",kg
357,None,, ,1,0,2022-06-07,13:00 - 14:00,2022-06-08,08:00 - 16:00,52333,Potpican,,HR,1,71210,Ilidža,,BA,, 0.00 ,,,Truck 100 m3 NO," 7,022.40 ",kg
358,None,, ,1,0,2022-06-07,13:00 - 14:00,2022-06-08,08:00 - 16:00,52333,Potpican,,HR,1,11210,Beograd,,RS,, 0.00 ,,,Truck 100 m3 NO," 6,615.58 ",kg
359,None,, ,1,0,2022-06-07,13:00 - 14:00,2022-06-08,08:00 - 16:00,52333,Potpican,,HR,1,75300,Lukavac,,BA,, 0.00 ,,,Truck 100 m3 NO," 6,936.00 ",kg
360,None,, ,1,0,2022-06-07,12:00 - 13:00,2022-06-08,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
361,None,, ,1,1,2022-06-06,10:00 - 11:00,2022-06-08,08:00 - 17:00,52333,Potpican,,HR,1,15068,Pozzolo Formigaro,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,707.85 ",kg
362,None,, ,1,0,2022-06-06,17:00 - 18:00,2022-06-08,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
363,None,, ,1,0,2022-06-06,18:00 - 19:00,2022-06-07,08:00 - 16:00,52333,Potpican,,HR,1,8296,Krmelj,,SI,, 0.00 ,,,Truck 100 m3 NO," 11,421.28 ",kg
364,None,, ,1,1,2022-06-06,19:00 - 20:00,2022-06-07,08:00 - 17:00,52333,Potpican,,HR,1,33010,Venzone,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,447.58 ",kg
365,None,, ,2,0,2022-06-06,17:00 - 18:00,2022-06-07,08:00 - 16:00,52333,Potpican,,HR,2,10370,Dugo Selo,,HR,, 0.00 ,,,Truck 100 m3 NO," 6,463.28 ",kg
366,None,, ,1,0,2022-06-06,15:00 - 16:00,2022-06-07,08:00 - 16:00,52333,Potpican,,HR,1,78000,Banja Luka,,BA,, 0.00 ,,,Truck 100 m3 NO," 5,850.24 ",kg
367,None,, ,1,0,2022-06-06,14:00 - 15:00,2022-06-07,08:00 - 16:00,52333,Potpican,,HR,1,40013,CASTEL MAGGIORE,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,709.38 ",kg
368,None,, ,1,1,2022-06-06,12:00 - 13:00,2022-06-07,08:00 - 17:00,52333,Potpican,,HR,1,25012,Calvisano,,IT,, 0.00 ,,,Truck 100 m3 NO," 9,327.65 ",kg
369,None,, ,1,1,2022-06-06,16:00 - 17:00,2022-06-07,08:00 - 16:00,52333,Potpican,,HR,1,48022,VILLA S.MARTINO LUGO,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,134.11 ",kg
370,None,, ,1,0,2022-06-06,06:00 - 07:00,2022-06-07,00:00 - 23:59,52333,Potpican,,HR,1,6055,Felsőlajos,,HU,, 0.00 ,,,Truck 100 m3 NO," 10,754.83 ",kg
371,None,, ,1,1,2022-06-03,06:00 - 07:00,2022-06-07,08:00 - 16:00,52333,Potpican,,HR,1,61110,PESARO,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,927.97 ",kg
372,None,, ,1,0,2022-06-03,18:00 - 19:00,2022-06-07,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
373,None,, ,1,0,2022-06-03,11:00 - 12:00,2022-06-07,08:00 - 17:00,52333,Potpican,,HR,1,82026,MORCONE,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,235.70 ",kg
374,None,, ,1,0,2022-06-03,08:00 - 09:00,2022-06-06,08:00 - 17:00,52333,Potpican,,HR,1,37060,Trevenzuolo,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,843.54 ",kg
375,None,, ,1,1,2022-06-03,08:00 - 09:00,2022-06-06,08:00 - 17:00,52333,Potpican,,HR,1,33010,Venzone,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,447.58 ",kg
376,None,, ,1,0,2022-06-03,07:00 - 08:00,2022-06-06,08:00 - 16:00,52333,Potpican,,HR,1,40013,CASTEL MAGGIORE,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,619.04 ",kg
377,None,, ,1,1,2022-06-03,18:00 - 19:00,2022-06-06,08:00 - 16:00,52333,Potpican,,HR,1,25080,PREVALLE,,IT,, 0.00 ,,,Truck 100 m3 NO," 6,220.73 ",kg
378,None,, ,1,0,2022-06-03,07:00 - 08:00,2022-06-06,08:00 - 17:00,52333,Potpican,,HR,1,47521,CESENA,,IT,, 0.00 ,,,Truck 100 m3 NO," 7,707.85 ",kg
379,None,, ,1,0,2022-06-02,06:00 - 07:00,2022-06-06,08:00 - 17:00,52333,Potpican,,HR,1,10042,Nichelino,,IT,, 0.00 ,,,Truck 100 m3 NO," 8,371.00 ",kg
380,None,, ,1,0,2022-06-02,16:00 - 17:00,2022-06-03,08:00 - 16:00,52333,Potpican,,HR,1,10020,Zagreb,,HR,, 0.00 ,,,Truck 100 m3 NO," 7,188.24 ",kg
381,None,, ,2,0,2022-06-02,14:00 - 15:00,2022-06-03,08:00 - 16:00,52333,Potpican,,HR,2,42240,Ivanec,,HR,, 0.00 ,,,Truck 100 m3 NO," 6,352.03 ",kg
382,None,, ,1,0,2022-06-01,07:00 - 08:00,2022-06-02,08:00 - 16:00,52333,Potpican,,HR,1,10000,Zagreb,,HR,, 0.00 ,,,Truck 100 m3 NO," 6,888.48 ",kg
383,None,, ,1,0,2022-06-01,11:00 - 12:00,2022-06-02,07:00 - 16:00,52333,Potpican,,HR,1,3451,Michelhausen,,AT,, 0.00 ,,,Truck 100 m3 NO," 10,396.19 ",kg
384,None,, ,1,1,2022-05-31,18:00 - 19:00,2022-06-01,08:00 - 17:00,52333,Potpican,,HR,1,32035,Santa Giustina,,IT,, 0.00 ,,,Truck 100 m3 NO," 10,859.39 ",kg
385,None,, ,1,1,2022-05-31,11:00 - 12:00,2022-06-01,08:00 - 16:00,52333,Potpican,,HR,1,25015,DESENZANO D/G,,IT,, 0.00 ,,,Truck 100 m3 NO," 9,327.65 ",kg
386,None,, ,1,0,2022-08-29,00:00 - 00:00,2022-08-30,00:00 - 00:00,3273,HALMAJUGRA,,HU,1,34000,Pozega,,HR,, 0.00 ,,,HU 24T one-way max 2 stops (5000)," 20,785.80 ",kg
387,None,, ,1,0,2022-08-26,00:00 - 00:00,2022-08-28,00:00 - 00:00,3273,HALMAJUGRA,,HU,1,31216,Antunovac,,HR,, 0.00 ,,,HU 24T one-way max 2 stops (5000)," 20,197.80 ",kg
388,None,, ,1,0,2022-08-25,00:00 - 00:00,2022-08-25,00:00 - 00:00,3273,HALMAJUGRA,,HU,1,31216,Antunovac,,HR,, 0.00 ,,,HU 24T one-way max 2 stops (5000)," 22,157.80 ",kg
389,None,, ,2,0,2022-08-24,00:00 - 00:00,2022-08-26,00:00 - 00:00,3273,HALMAJUGRA,,HU,2,32270,Zupanja,,HR,, 0.00 ,,,HU 24T one-way max 2 stops (5000)," 19,628.00 ",kg
390,None,, ,1,0,2022-08-09,00:00 - 00:00,2022-08-10,00:00 - 00:00,3273,HALMAJUGRA,,HU,1,34000,Požega,,HR,, 0.00 ,,,HU 24T one-way max 2 stops (5000)," 20,785.80 ",kg
391,None,, ,1,0,2022-08-03,00:00 - 00:00,2022-08-04,00:00 - 00:00,3273,HALMAJUGRA,,HU,1,34000,Pozega,,HR,, 0.00 ,,,HU 24T one-way max 2 stops (5000)," 20,785.80 ",kg
